fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol
7.4000000000000004,0.69999999999999996,0,1.8999999999999999,0.075999999999999998,11,34,0.99780000000000002,3.5099999999999998,0.56000000000000005,9.4000000000000004
7.7999999999999998,0.88,0,2.6000000000000001,0.098000000000000004,25,67,0.99680000000000002,3.2000000000000002,0.68000000000000005,9.8000000000000007
7.7999999999999998,0.76000000000000001,0.040000000000000001,2.2999999999999998,0.091999999999999998,15,54,0.997,3.2599999999999998,0.65000000000000002,9.8000000000000007
11.199999999999999,0.28000000000000003,0.56000000000000005,1.8999999999999999,0.074999999999999997,17,60,0.998,3.1600000000000001,0.57999999999999996,9.8000000000000007
7.4000000000000004,0.69999999999999996,0,1.8999999999999999,0.075999999999999998,11,34,0.99780000000000002,3.5099999999999998,0.56000000000000005,9.4000000000000004
7.4000000000000004,0.66000000000000003,0,1.8,0.074999999999999997,13,40,0.99780000000000002,3.5099999999999998,0.56000000000000005,9.4000000000000004
7.9000000000000004,0.59999999999999998,0.059999999999999998,1.6000000000000001,0.069000000000000006,15,59,0.99639999999999995,3.2999999999999998,0.46000000000000002,9.4000000000000004
7.2999999999999998,0.65000000000000002,0,1.2,0.065000000000000002,15,21,0.99460000000000004,3.3900000000000001,0.46999999999999997,10
7.7999999999999998,0.57999999999999996,0.02,2,0.072999999999999995,9,18,0.99680000000000002,3.3599999999999999,0.56999999999999995,9.5
7.5,0.5,0.35999999999999999,6.0999999999999996,0.070999999999999994,17,102,0.99780000000000002,3.3500000000000001,0.80000000000000004,10.5
6.7000000000000002,0.57999999999999996,0.080000000000000002,1.8,0.096999999999999989,15,65,0.99590000000000001,3.2799999999999998,0.54000000000000004,9.1999999999999993
7.5,0.5,0.35999999999999999,6.0999999999999996,0.070999999999999994,17,102,0.99780000000000002,3.3500000000000001,0.80000000000000004,10.5
5.5999999999999996,0.61499999999999999,0,1.6000000000000001,0.089,16,59,0.99429999999999996,3.5800000000000001,0.52000000000000002,9.9000000000000004
7.7999999999999998,0.60999999999999999,0.28999999999999998,1.6000000000000001,0.114,9,29,0.99739999999999995,3.2599999999999998,1.5600000000000001,9.0999999999999996
8.9000000000000004,0.62,0.17999999999999999,3.7999999999999998,0.17600000000000002,52,145,0.99860000000000004,3.1600000000000001,0.88,9.1999999999999993
8.9000000000000004,0.62,0.19,3.8999999999999999,0.17000000000000001,51,148,0.99860000000000004,3.1699999999999999,0.93000000000000005,9.1999999999999993
8.5,0.28000000000000003,0.56000000000000005,1.8,0.091999999999999998,35,103,0.99690000000000001,3.2999999999999998,0.75,10.5
8.0999999999999996,0.56000000000000005,0.28000000000000003,1.7,0.36799999999999999,16,56,0.99680000000000002,3.1099999999999999,1.28,9.3000000000000007
7.4000000000000004,0.58999999999999997,0.080000000000000002,4.4000000000000004,0.085999999999999993,6,29,0.99739999999999995,3.3799999999999999,0.5,9
7.9000000000000004,0.32000000000000001,0.51000000000000001,1.8,0.34100000000000003,17,56,0.99690000000000001,3.04,1.0800000000000001,9.1999999999999993
8.9000000000000004,0.22,0.47999999999999998,1.8,0.076999999999999999,29,60,0.99680000000000002,3.3900000000000001,0.53000000000000003,9.4000000000000004
7.5999999999999996,0.39000000000000001,0.31,2.2999999999999998,0.082,23,71,0.99819999999999998,3.52,0.65000000000000002,9.6999999999999993
7.9000000000000004,0.42999999999999999,0.20999999999999999,1.6000000000000001,0.106,10,37,0.99660000000000004,3.1699999999999999,0.91000000000000003,9.5
8.5,0.48999999999999999,0.11,2.2999999999999998,0.084000000000000005,9,67,0.99680000000000002,3.1699999999999999,0.53000000000000003,9.4000000000000004
6.9000000000000004,0.40000000000000002,0.14000000000000001,2.3999999999999999,0.085000000000000006,21,40,0.99680000000000002,3.4300000000000002,0.63,9.6999999999999993
6.2999999999999998,0.39000000000000001,0.16,1.3999999999999999,0.080000000000000002,11,23,0.99550000000000005,3.3399999999999999,0.56000000000000005,9.3000000000000007
7.5999999999999996,0.40999999999999998,0.23999999999999999,1.8,0.080000000000000002,4,11,0.99619999999999997,3.2799999999999998,0.58999999999999997,9.5
7.9000000000000004,0.42999999999999999,0.20999999999999999,1.6000000000000001,0.106,10,37,0.99660000000000004,3.1699999999999999,0.91000000000000003,9.5
7.0999999999999996,0.70999999999999996,0,1.8999999999999999,0.080000000000000002,14,35,0.99719999999999998,3.4700000000000002,0.55000000000000004,9.4000000000000004
7.7999999999999998,0.64500000000000002,0,2,0.082,8,16,0.99639999999999995,3.3799999999999999,0.58999999999999997,9.8000000000000007
6.7000000000000002,0.67500000000000004,0.070000000000000007,2.3999999999999999,0.089,17,82,0.99580000000000002,3.3500000000000001,0.54000000000000004,10.1
6.9000000000000004,0.68500000000000005,0,2.5,0.105,22,37,0.99660000000000004,3.46,0.56999999999999995,10.6
8.3000000000000007,0.65500000000000003,0.12,2.2999999999999998,0.083000000000000004,15,113,0.99660000000000004,3.1699999999999999,0.66000000000000003,9.8000000000000007
6.9000000000000004,0.60499999999999998,0.12,10.699999999999999,0.072999999999999995,40,83,0.99929999999999997,3.4500000000000002,0.52000000000000002,9.4000000000000004
5.2000000000000002,0.32000000000000001,0.25,1.8,0.10300000000000001,13,50,0.99570000000000003,3.3799999999999999,0.55000000000000004,9.1999999999999993
7.7999999999999998,0.64500000000000002,0,5.5,0.085999999999999993,5,18,0.99860000000000004,3.3999999999999999,0.55000000000000004,9.5999999999999996
7.7999999999999998,0.59999999999999998,0.14000000000000001,2.3999999999999999,0.085999999999999993,3,15,0.99750000000000005,3.4199999999999999,0.59999999999999998,10.800000000000001
8.0999999999999996,0.38,0.28000000000000003,2.1000000000000001,0.066000000000000003,13,30,0.99680000000000002,3.23,0.72999999999999998,9.6999999999999993
5.7000000000000002,1.1299999999999999,0.089999999999999997,1.5,0.17199999999999999,7,19,0.99400000000000011,3.5,0.47999999999999998,9.8000000000000007
7.2999999999999998,0.45000000000000001,0.35999999999999999,5.9000000000000004,0.074,12,87,0.99780000000000002,3.3300000000000001,0.82999999999999996,10.5
7.2999999999999998,0.45000000000000001,0.35999999999999999,5.9000000000000004,0.074,12,87,0.99780000000000002,3.3300000000000001,0.82999999999999996,10.5
8.8000000000000007,0.60999999999999999,0.29999999999999999,2.7999999999999998,0.088000000000000009,17,46,0.99760000000000004,3.2599999999999998,0.51000000000000001,9.3000000000000007
7.5,0.48999999999999999,0.20000000000000001,2.6000000000000001,0.33200000000000002,8,14,0.99680000000000002,3.21,0.90000000000000002,10.5
8.0999999999999996,0.66000000000000003,0.22,2.2000000000000002,0.069000000000000006,9,23,0.99680000000000002,3.2999999999999998,1.2,10.300000000000001
6.7999999999999998,0.67000000000000004,0.02,1.8,0.050000000000000003,5,11,0.99619999999999997,3.48,0.52000000000000002,9.5
4.5999999999999996,0.52000000000000002,0.14999999999999999,2.1000000000000001,0.054000000000000006,8,65,0.99339999999999995,3.8999999999999999,0.56000000000000005,13.1
7.7000000000000002,0.93500000000000005,0.42999999999999999,2.2000000000000002,0.114,22,114,0.997,3.25,0.72999999999999998,9.1999999999999993
8.6999999999999993,0.28999999999999998,0.52000000000000002,1.6000000000000001,0.113,12,37,0.99690000000000001,3.25,0.57999999999999996,9.5
6.4000000000000004,0.40000000000000002,0.23000000000000001,1.6000000000000001,0.066000000000000003,5,12,0.99580000000000002,3.3399999999999999,0.56000000000000005,9.1999999999999993
5.5999999999999996,0.31,0.37,1.3999999999999999,0.074,12,96,0.99539999999999995,3.3199999999999998,0.57999999999999996,9.1999999999999993
8.8000000000000007,0.66000000000000003,0.26000000000000001,1.7,0.074,4,23,0.99709999999999999,3.1499999999999999,0.73999999999999999,9.1999999999999993
6.5999999999999996,0.52000000000000002,0.040000000000000001,2.2000000000000002,0.069000000000000006,8,15,0.99560000000000004,3.3999999999999999,0.63,9.4000000000000004
6.5999999999999996,0.5,0.040000000000000001,2.1000000000000001,0.068000000000000005,6,14,0.99550000000000005,3.3900000000000001,0.64000000000000001,9.4000000000000004
8.5999999999999996,0.38,0.35999999999999999,3,0.081000000000000003,30,119,0.997,3.2000000000000002,0.56000000000000005,9.4000000000000004
7.5999999999999996,0.51000000000000001,0.14999999999999999,2.7999999999999998,0.11,33,73,0.99550000000000005,3.1699999999999999,0.63,10.199999999999999
7.7000000000000002,0.62,0.040000000000000001,3.7999999999999998,0.084000000000000005,25,45,0.99780000000000002,3.3399999999999999,0.53000000000000003,9.5
10.199999999999999,0.41999999999999998,0.56999999999999995,3.3999999999999999,0.070000000000000007,4,10,0.99709999999999999,3.04,0.63,9.5999999999999996
7.5,0.63,0.12,5.0999999999999996,0.111,50,110,0.99829999999999997,3.2599999999999998,0.77000000000000002,9.4000000000000004
7.7999999999999998,0.58999999999999997,0.17999999999999999,2.2999999999999998,0.075999999999999998,17,54,0.99750000000000005,3.4300000000000002,0.58999999999999997,10
7.2999999999999998,0.39000000000000001,0.31,2.3999999999999999,0.074,9,46,0.99619999999999997,3.4100000000000001,0.54000000000000004,9.4000000000000004
8.8000000000000007,0.40000000000000002,0.40000000000000002,2.2000000000000002,0.079000000000000001,19,52,0.998,3.4399999999999999,0.64000000000000001,9.1999999999999993
7.7000000000000002,0.68999999999999995,0.48999999999999999,1.8,0.115,20,112,0.99680000000000002,3.21,0.70999999999999996,9.3000000000000007
7.5,0.52000000000000002,0.16,1.8999999999999999,0.085000000000000006,12,35,0.99680000000000002,3.3799999999999999,0.62,9.5
